Id,choose
10000,0.026404221510111486
10001,0.18042714486964587
10002,0.021809660870006485
10003,0.05305593675298662
10004,0.16962850645041758
10005,0.4088665735952288
10006,0.038520939850427885
10007,0.17991156784472717
10008,0.009485845884727855
10009,0.34306600397253334
10010,0.12296339228285935
10011,0.022714377140883566
10012,0.05630443133990858
10013,0.05050966234220183
10014,0.36191001583216603
10015,0.03374721397874864
10016,0.022714377140883566
10017,0.07481487559887956
10018,0.24249514710853579
10019,0.08312770275455844
10020,0.16013925600181816
10021,0.9882732822175664
10022,0.05398927703960273
10023,0.029467367786623042
10024,0.16962850645041758
10025,0.045012656056318504
10026,0.1988564927322065
10027,0.04877547585095964
10028,0.05305593675298662
10029,0.03483096768764419
10030,0.7860163856648328
10031,0.050957391823667035
10032,0.14346423120286556
10033,0.15842742520393233
10034,0.10105708217745586
10035,0.020976046278475702
10036,0.05724722070810314
10037,0.019460086618536175
10038,0.2223779753630115
10039,0.015943509232811435
10040,0.05321109240707085
10041,0.0572161756131799
10042,0.12847678902479506
10043,0.04287822176400863
10044,0.03796351174354204
10045,0.05413118484372337
10046,0.0835343060637796
10047,0.2459932049123816
10048,0.02172234182794838
10049,0.061046300736902474
10050,0.08072067841796252
10051,0.1579865347499467
10052,0.09165120267390924
10053,0.030998810331065593
10054,0.3408792099029631
10055,0.02340458950329103
10056,0.25492318083976817
10057,0.021809660870006485
10058,0.04287822176400863
10059,0.0689225559011544
10060,0.16400905906786425
10061,0.011162994523832683
10062,0.06617596279615963
10063,0.5305585689325804
10064,0.22732538195225072
10065,0.16518814119177172
10066,0.09971444485975571
10067,0.05379442445679033
10068,0.06384004555593205
10069,0.020899364273199866
10070,0.0632848925773299
10071,0.054836172512576546
10072,0.30213909374476766
10073,0.14325196055505185
10074,0.10432039673276822
10075,0.17905327643388597
10076,0.050957391823667035
10077,0.2153841659882888
10078,0.06928670514161964
10079,0.6737128146071966
10080,0.15238282809108625
10081,0.03278503690180966
10082,0.4183147439638131
10083,0.12029132301584414
10084,0.21027526837700655
10085,0.060460595790335386
10086,0.3467657944874924
10087,0.013348499999869206
10088,0.02783542543132133
10089,0.15112743761965244
10090,0.029054794762138073
10091,0.02340458950329103
10092,0.22732538195225072
10093,0.05795086036789603
10094,0.2823561836229079
10095,0.07320280295458981
10096,0.07035629030500803
10097,0.060460595790335386
10098,0.07652404507560759
10099,0.0572192102065136
10100,0.03578638748200979
10101,0.8640047446829515
10102,0.33127543102166956
10103,0.017256202876010745
10104,0.05525930211619833
10105,0.022714377140883566
10106,0.1425250975980499
10107,0.11554421041821217
10108,0.055237511032338635
10109,0.05675963102223545
10110,0.07967505629583252
10111,0.09491205392205511
10112,0.019137669288914284
10113,0.03299231510556385
10114,0.024106973306580046
10115,0.1366310521181847
10116,0.024630229437327254
10117,0.2212675361053426
10118,0.19878060816796334
10119,0.17655288555248377
10120,0.05882308906729638
10121,0.13450120685948624
10122,0.20398553180373896
10123,0.031070763049284616
10124,0.14812166800970672
10125,0.01949272579108011
10126,0.09047550045222115
10127,0.019137669288914284
10128,0.14724561725479457
10129,0.12456065505977941
10130,0.22256373695206608
10131,0.01879779132283837
10132,0.05675963102223545
10133,0.019685734839609545
10134,0.12456065505977941
10135,0.07118100340991736
10136,0.05753207069772535
10137,0.12456065505977941
10138,0.05329380037854389
10139,0.07844162816568671
10140,0.3660373137304706
10141,0.08778273495492007
10142,0.20433166176496295
10143,0.02729288818531867
10144,0.048322827509853526
10145,0.013348499999869206
10146,0.018239920878753584
10147,0.12086276416267618
10148,0.03294667565619798
10149,0.013348499999869206
10150,0.03773989047128293
10151,0.029054363349994956
10152,0.020976046278475702
10153,0.017256202876010745
10154,0.060855948677815574
10155,0.4007430116410912
10156,0.023500178511867403
10157,0.08388282922531243
10158,0.04624892478714604
10159,0.038520939850427885
10160,0.0489791872274079
10161,0.3025526771730678
10162,0.03985598846682599
10163,0.060460595790335386
10164,0.13810641617210268
10165,0.13242259322071456
10166,0.0928075492600181
10167,0.01359121550874347
10168,0.01359121550874347
10169,0.22732538195225072
10170,0.01916615168258503
10171,0.05675963102223545
10172,0.03090324827257261
10173,0.05882308906729638
10174,0.1425250975980499
10175,0.033003647309898194
10176,0.029067429276956526
10177,0.060344182690352015
10178,0.010068052775539682
10179,0.7624205533223166
10180,0.029787736815704593
10181,0.02068931733758854
10182,0.12456065505977941
10183,0.09736698808157064
10184,0.01916615168258503
10185,0.0901926205579633
10186,0.08310580181447912
10187,0.04296363428024301
10188,0.17991156784472717
10189,0.06841436803641449
10190,0.302826594346234
10191,0.020491346394643836
10192,0.02570663900617106
10193,0.08413878049945034
10194,0.026806243588507934
10195,0.03461566114070501
10196,0.019388602175864064
10197,0.019388602175864064
10198,0.06866134527315805
10199,0.013666211688400065
10200,0.10564472619762283
10201,0.0929445532992346
10202,0.2936212989676111
10203,0.10893543834421558
10204,0.07068369520064408
10205,0.06178042403784708
10206,0.11596662255737378
10207,0.05630443133990858
10208,0.29615974124491934
10209,0.12426951335203992
10210,0.019137669288914284
10211,0.03907979744048806
10212,0.02437826064115887
10213,0.06841436803641449
10214,0.30001956813441455
10215,0.08530330599016364
10216,0.1319340538103818
10217,0.08683499055131265
10218,0.10291117892705619
10219,0.07823248455565701
10220,0.34306600397253334
10221,0.029397559025098795
10222,0.1987304013207162
10223,0.06841436803641449
10224,0.22915363049607226
10225,0.05271516762304762
10226,0.021747283216486852
10227,0.05675963102223545
10228,0.042317359237341576
10229,0.08390304255120543
10230,0.11026072030090002
10231,0.48503902141010935
10232,0.24245614853299235
10233,0.2043695740069166
10234,0.04211582101161164
10235,0.0727467757884292
10236,0.14513383481387324
10237,0.22040592711177817
10238,0.4139856105242936
10239,0.1298790990247747
10240,0.0444307708713744
10241,0.12934112999820613
10242,0.02452464329256445
10243,0.07000075272850907
10244,0.023888810119085883
10245,0.1579234878180966
10246,0.060344182690352015
10247,0.06716507853113025
10248,0.1832818353069118
10249,0.1921518103450644
10250,0.04359482014982391
10251,0.025688183401211557
10252,0.18741475801270083
10253,0.020562129371845293
10254,0.04197111533545725
10255,0.02452464329256445
10256,0.0959784532973916
10257,0.028682668709872548
10258,0.039375486811613514
