Id,choose
10000,0.4723909393069559
10001,0.4964858015098569
10002,0.4019782308475634
10003,0.4765640841717995
10004,0.4964858015098569
10005,0.4964858015098569
10006,0.49230228051891767
10007,0.4984596266000631
10008,0.4723909393069559
10009,0.4984596266000631
10010,0.49313592460102207
10011,0.40410530907962644
10012,0.49427580044833214
10013,0.49230228051891767
10014,0.4984596266000631
10015,0.49230228051891767
10016,0.40410530907962644
10017,0.4765640841717995
10018,0.49427580044833214
10019,0.4964858015098569
10020,0.49427580044833214
10021,0.4984596266000631
10022,0.49230228051891767
10023,0.4937993049893464
10024,0.4964858015098569
10025,0.4896164088191156
10026,0.4964858015098569
10027,0.4723909393069559
10028,0.4765640841717995
10029,0.4723909393069559
10030,0.4984596266000631
10031,0.49427580044833214
10032,0.4896164088191156
10033,0.4964858015098569
10034,0.49230228051891767
10035,0.48898562767802123
10036,0.49427580044833214
10037,0.4889532198969516
10038,0.4964858015098569
10039,0.4896164088191156
10040,0.4964858015098569
10041,0.4915895871351216
10042,0.4964858015098569
10043,0.49230228051891767
10044,0.4060080124003908
10045,0.4964858015098569
10046,0.4984596266000631
10047,0.4984596266000631
10048,0.49230228051891767
10049,0.4964858015098569
10050,0.4915895871351216
10051,0.4964858015098569
10052,0.4964858015098569
10053,0.4723909393069559
10054,0.49427580044833214
10055,0.49230228051891767
10056,0.4964858015098569
10057,0.4867767363913077
10058,0.49230228051891767
10059,0.49427580044833214
10060,0.4964858015098569
10061,0.31790216474737676
10062,0.4964858015098569
10063,0.4984596266000631
10064,0.4984596266000631
10065,0.4984596266000631
10066,0.49230228051891767
10067,0.4915895871351216
10068,0.49427580044833214
10069,0.4937993049893464
10070,0.49230228051891767
10071,0.49230228051891767
10072,0.4984596266000631
10073,0.49427580044833214
10074,0.32326712584401596
10075,0.4964858015098569
10076,0.49427580044833214
10077,0.4964858015098569
10078,0.49230228051891767
10079,0.4984596266000631
10080,0.4964858015098569
10081,0.49230228051891767
10082,0.4964858015098569
10083,0.49427580044833214
10084,0.49427580044833214
10085,0.49230228051891767
10086,0.4964858015098569
10087,0.31790216474737676
10088,0.4915895871351216
10089,0.49230228051891767
10090,0.40410530907962644
10091,0.49230228051891767
10092,0.4984596266000631
10093,0.49230228051891767
10094,0.49427580044833214
10095,0.4896164088191156
10096,0.4964858015098569
10097,0.49230228051891767
10098,0.4964858015098569
10099,0.49230228051891767
10100,0.4896164088191156
10101,0.4984596266000631
10102,0.4984596266000631
10103,0.4723909393069559
10104,0.4765640841717995
10105,0.48898562767802123
10106,0.4964858015098569
10107,0.49427580044833214
10108,0.49427580044833214
10109,0.49427580044833214
10110,0.4765640841717995
10111,0.4964858015098569
10112,0.40410530907962644
10113,0.4896164088191156
10114,0.4915895871351216
10115,0.4964858015098569
10116,0.49230228051891767
10117,0.4964858015098569
10118,0.49427580044833214
10119,0.4964858015098569
10120,0.49427580044833214
10121,0.4964858015098569
10122,0.4964858015098569
10123,0.49230228051891767
10124,0.4964858015098569
10125,0.4723909393069559
